"Choose the antonym for 'authentic'.","[""wholesome"",""folly"",""dawdle"",""fake""]","fake","ant","authentic"
"Choose the antonym for 'sole' (the sole survivor).","[""antiquity"",""multiple"",""reprimand"",""dearth""]","multiple","ant","sole"
"Choose the antonym for 'lucid'.","[""rigorous"",""confusing"",""yacht"",""toil""]","confusing","ant","lucid"
"Choose the antonym for 'dazzling'.","[""inaugural"",""ravenous"",""purloin"",""dull""]","dull","ant","dazzling"
"Choose the antonym for 'splendid'.","[""implore"",""fatigue"",""impudent"",""dreadful""]","dreadful","ant","splendid"
"Choose the antonym for 'impair'.","[""cellar"",""scoff"",""improve"",""yacht""]","improve","ant","impair"
"Choose the antonym for 'wreck'.","[""felicitous"",""prophecy"",""repair"",""unkempt""]","repair","ant","wreck"
"Choose the antonym for 'dilemma'.","[""shack"",""solution"",""furious"",""spurn""]","solution","ant","dilemma"
"Choose the antonym for 'unkempt'.","[""limp"",""gratitude"",""neat"",""shuffle""]","neat","ant","unkempt"
"Choose the antonym for 'subordinate' (a rank).","[""obscene"",""brittle"",""superior"",""tedious""]","superior","ant","subordinate"
"Choose the antonym for 'placate'.","[""provoke"",""covet"",""tally"",""elude""]","provoke","ant","placate"
"Choose the antonym for 'irritate'.","[""adverse"",""trivial"",""soothe"",""vapour""]","soothe","ant","irritate"
"Choose the antonym for 'impartial'.","[""conceit"",""ambiguous"",""scalding"",""biased""]","biased","ant","impartial"
"Choose the antonym for 'wax' (the moon).","[""wane"",""insignia"",""deliberate"",""exhausted""]","wane","ant","wax"
"Choose the antonym for 'wane'.","[""irritate"",""wax"",""adept"",""abridge""]","wax","ant","wane"
"Choose the antonym for 'vanity'.","[""berate"",""futile"",""emerge"",""humility""]","humility","ant","vanity"
"Choose the antonym for 'profligate'.","[""agitated"",""invigorated"",""coil"",""frugal""]","frugal","ant","profligate"
"Choose the antonym for 'frugal'.","[""tangle"",""extravagant"",""populous"",""scatter""]","extravagant","ant","frugal"
"Choose the antonym for 'devout'.","[""inane"",""impious"",""destitute"",""extinct""]","impious","ant","devout"
"Choose the antonym for 'dwindle'.","[""flamboyant"",""grow"",""meagre"",""rivet""]","grow","ant","dwindle"
"Choose the antonym for 'irate'.","[""gadget"",""calm"",""calamity"",""facile""]","calm","ant","irate"
"Choose the antonym for 'furious'.","[""deteriorate"",""placid"",""flog"",""cellar""]","placid","ant","furious"
"Choose the antonym for 'slack' (a rope).","[""taut"",""abridge"",""meticulous"",""ambulatory""]","taut","ant","slack"
"Choose the antonym for 'industrious'.","[""shrewd"",""thrifty"",""domestic"",""indolent""]","indolent","ant","industrious"
"Choose the antonym for 'diligent'.","[""dwelling"",""perilous"",""lazy"",""favourable""]","lazy","ant","diligent"
"Choose the antonym for 'indolent'.","[""desire"",""vital"",""endure"",""industrious""]","industrious","ant","indolent"
"Choose the antonym for 'lax'.","[""merchant"",""rigorous"",""scanty"",""aromatic""]","rigorous","ant","lax"
"Choose the antonym for 'conscientious'.","[""ramble"",""punctual"",""careless"",""diluted""]","careless","ant","conscientious"
"Choose the antonym for 'prose'.","[""valour"",""scrupulous"",""languid"",""poetry""]","poetry","ant","prose"
"Choose the antonym for 'poetry'.","[""fatal"",""prose"",""device"",""populous""]","prose","ant","poetry"
"Choose the antonym for 'suppress'.","[""oodles"",""assiduous"",""harbour"",""release""]","release","ant","suppress"
"Choose the antonym for 'disguise'.","[""immaterial"",""superfluous"",""decrepit"",""reveal""]","reveal","ant","disguise"
"Choose the antonym for 'extinct'.","[""hasty"",""fusion"",""wavy"",""living""]","living","ant","extinct"
"Choose the antonym for 'imposing'.","[""unimpressive"",""indulgent"",""fragrant"",""adverse""]","unimpressive","ant","imposing"
"Choose the antonym for 'berate'.","[""frugal"",""trickle"",""abode"",""praise""]","praise","ant","berate"
"Choose the antonym for 'crave'.","[""extinction"",""reject"",""inaugurate"",""legend""]","reject","ant","crave"
"Choose the antonym for 'yearn'.","[""impediment"",""reject"",""caulk"",""rebuke""]","reject","ant","yearn"
"Choose the antonym for 'conspicuous'.","[""acute"",""naive"",""detrimental"",""inconspicuous""]","inconspicuous","ant","conspicuous"
"Choose the antonym for 'vile' (morally bad).","[""facile"",""adept"",""virtuous"",""sated""]","virtuous","ant","vile"
"Choose the antonym for 'gratifying'.","[""merchant"",""extinction"",""disappointing"",""sway""]","disappointing","ant","gratifying"
"Choose the antonym for 'despicable'.","[""admirable"",""ravenous"",""abolish"",""besotted""]","admirable","ant","despicable"
"Choose the antonym for 'adept'.","[""inept"",""dingy"",""vain"",""bland""]","inept","ant","adept"
"Choose the antonym for 'loathsome'.","[""appealing"",""imbecile"",""antiquity"",""threadbare""]","appealing","ant","loathsome"
"Choose the antonym for 'repulsive'.","[""urge"",""porcine"",""dismal"",""attractive""]","attractive","ant","repulsive"
"Choose the antonym for 'defy'.","[""sole"",""felicitous"",""obey"",""wither""]","obey","ant","defy"
"Choose the antonym for 'solace'.","[""insipid"",""distress"",""vice"",""evaluation""]","distress","ant","solace"
"Choose the antonym for 'aggravation'.","[""platonic"",""pare"",""meld"",""relief""]","relief","ant","aggravation"
"Choose the antonym for 'dignify'.","[""demean"",""purloin"",""sever"",""wavy""]","demean","ant","dignify"
"Choose the antonym for 'inflame'.","[""turbulent"",""probate"",""soothe"",""inane""]","soothe","ant","inflame"
"Choose the antonym for 'blunt' (in speech).","[""lupine"",""stagnant"",""savage"",""tactful""]","tactful","ant","blunt"
"Choose the antonym for 'thwart'.","[""comprehensive"",""thrive"",""assist"",""isolation""]","assist","ant","thwart"
"Choose the antonym for 'foil'.","[""authentic"",""cackle"",""assist"",""sweltering""]","assist","ant","foil"
"Choose the antonym for 'pinnacle'.","[""bottom"",""overt"",""cinch"",""leonine""]","bottom","ant","pinnacle"
"Choose the antonym for 'dilate'.","[""shun"",""deficient"",""precarious"",""contract""]","contract","ant","dilate"
"Choose the antonym for 'oblivious'.","[""aware"",""unsurpassed"",""proclaim"",""docile""]","aware","ant","oblivious"
"Choose the antonym for 'affluence'.","[""intermittently"",""quaint"",""pioneer"",""poverty""]","poverty","ant","affluence"
"Choose the antonym for 'poverty'.","[""hindrance"",""affluence"",""rigid"",""compulsory""]","affluence","ant","poverty"
"Choose the antonym for 'pivotal'.","[""abundance"",""insignificant"",""scrupulous"",""whine""]","insignificant","ant","pivotal"
"Choose the antonym for 'temperate'.","[""calamity"",""lament"",""hawk"",""severe""]","severe","ant","temperate"
"Choose the antonym for 'humid'.","[""boldness"",""deficient"",""apprehension"",""arid""]","arid","ant","humid"
"Choose the antonym for 'irksome'.","[""pleasant"",""fickle"",""despicable"",""ravenous""]","pleasant","ant","irksome"
"Choose the antonym for 'peddle'.","[""buy"",""acute"",""bawl"",""fracas""]","buy","ant","peddle"
"Choose the antonym for 'vend'.","[""factual"",""bewildered"",""irksome"",""buy""]","buy","ant","vend"
"Choose the antonym for 'hawk' (goods at a market).","[""voluntary"",""buy"",""myriad"",""wax""]","buy","ant","hawk"
"Choose the antonym for 'miser'.","[""spendthrift"",""loathe"",""vain"",""diminish""]","spendthrift","ant","miser"
"Choose the antonym for 'spurn'.","[""intrinsic"",""palaeontologist"",""accept"",""prevalent""]","accept","ant","spurn"
"Choose the antonym for 'dawdle'.","[""unfathomable"",""impartial"",""poverty"",""hurry""]","hurry","ant","dawdle"
"Choose the antonym for 'refute'.","[""gratitude"",""authentic"",""exile"",""confirm""]","confirm","ant","refute"
"Choose the antonym for 'scoff'.","[""probable"",""indolent"",""tempestuous"",""praise""]","praise","ant","scoff"
"Choose the antonym for 'limp' (walking).","[""wreck"",""adept"",""stride"",""pretentious""]","stride","ant","limp"
"Choose the antonym for 'floppy'.","[""vouch"",""demolish"",""rigid"",""paltry""]","rigid","ant","floppy"
"Choose the antonym for 'weary'.","[""current"",""rectify"",""refreshed"",""gratifying""]","refreshed","ant","weary"
"Choose the antonym for 'jaded'.","[""limp"",""midst"",""enthusiastic"",""serpentine""]","enthusiastic","ant","jaded"
"Choose the antonym for 'exhausted'.","[""abhor"",""acute"",""relevant"",""energetic""]","energetic","ant","exhausted"
"Choose the antonym for 'drowsy'.","[""alert"",""tepid"",""potential"",""evident""]","alert","ant","drowsy"
"Choose the antonym for 'invigorated'.","[""obstinate"",""crack up"",""exhausted"",""abandon""]","exhausted","ant","invigorated"
"Choose the antonym for 'obtuse' (a person, not an angle).","[""dazzling"",""dilate"",""astute"",""obsolete""]","astute","ant","obtuse"
"Choose the antonym for 'abridge'.","[""dais"",""bawl"",""expand"",""barb""]","expand","ant","abridge"
"Choose the antonym for 'sullen'.","[""potent"",""passive"",""felicitous"",""cheerful""]","cheerful","ant","sullen"
"Choose the antonym for 'acute' (pain).","[""mild"",""conscientious"",""avowed"",""indolent""]","mild","ant","acute"
"Choose the antonym for 'pensive'.","[""sagacious"",""frigid"",""carefree"",""acid""]","carefree","ant","pensive"
"Choose the antonym for 'malign'.","[""praise"",""chronicle"",""demolish"",""tempestuous""]","praise","ant","malign"
"Choose the antonym for 'slander'.","[""unfathomable"",""threadbare"",""vital"",""compliment""]","compliment","ant","slander"
"Choose the antonym for 'crooked' (a line).","[""break a leg"",""straight"",""dilate"",""shuffle""]","straight","ant","crooked"
"Choose the antonym for 'contempt'.","[""retreat"",""notoriety"",""respect"",""inhabitants""]","respect","ant","contempt"
"Choose the antonym for 'mist'.","[""subtle"",""clear air"",""weary"",""punctual""]","clear air","ant","mist"
"Choose the antonym for 'reckless'.","[""shack"",""invigorated"",""prudent"",""bedlam""]","prudent","ant","reckless"
"Choose the antonym for 'enrage'.","[""godsend"",""forthwith"",""calm"",""opaque""]","calm","ant","enrage"
"Choose the antonym for 'perilous'.","[""blot"",""truce"",""forthwith"",""safe""]","safe","ant","perilous"
"Choose the antonym for 'overt'.","[""mellow"",""yield"",""covert"",""myth""]","covert","ant","overt"
"Choose the antonym for 'covert'.","[""subtle"",""overt"",""immerse"",""antiquity""]","overt","ant","covert"
"Choose the antonym for 'candid'.","[""grave"",""disclose"",""obsolete"",""evasive""]","evasive","ant","candid"
"Choose the antonym for 'stingy'.","[""lavish"",""inaugurate"",""tangle"",""pioneer""]","lavish","ant","stingy"
"Choose the antonym for 'futile'.","[""peculiar"",""effective"",""feud"",""impervious""]","effective","ant","futile"
"Choose the antonym for 'impede'.","[""crop"",""acute"",""facilitate"",""humid""]","facilitate","ant","impede"
"Choose the antonym for 'pique' (interest).","[""dull"",""frigid"",""fret"",""hallmark""]","dull","ant","pique"
"Choose the antonym for 'smother'.","[""perceive"",""trivia"",""uncover"",""platonic""]","uncover","ant","smother"
"Choose the antonym for 'heed'.","[""hamper"",""tally"",""ignore"",""urban""]","ignore","ant","heed"
"Choose the antonym for 'exile' (a punishment).","[""debut"",""turbulent"",""lenient"",""homecoming""]","homecoming","ant","exile"
"Choose the antonym for 'aloof'.","[""debut"",""obsolete"",""oodles"",""friendly""]","friendly","ant","aloof"
"Choose the antonym for 'congregate'.","[""abandon"",""confront"",""vapour"",""disperse""]","disperse","ant","congregate"
"Choose the antonym for 'forthwith'.","[""dwelling"",""bedlam"",""debut"",""later""]","later","ant","forthwith"
"Choose the antonym for 'sporadically'.","[""insignia"",""constantly"",""negligible"",""foil""]","constantly","ant","sporadically"
"Choose the antonym for 'intermittently'.","[""oblivious"",""tally"",""continuously"",""taut""]","continuously","ant","intermittently"
"Choose the antonym for 'godsend'.","[""burden"",""whimper"",""myth"",""snivel""]","burden","ant","godsend"
"Choose the antonym for 'concede'.","[""forthwith"",""insipid"",""frigid"",""dispute""]","dispute","ant","concede"
"Choose the antonym for 'contemplate'.","[""economical"",""dwindle"",""ignore"",""blot""]","ignore","ant","contemplate"
"Choose the antonym for 'vowel'.","[""nebulous"",""consonant"",""evaluation"",""melancholy""]","consonant","ant","vowel"
"Choose the antonym for 'consonant'.","[""notoriety"",""vowel"",""impudent"",""contemporary""]","vowel","ant","consonant"
"Choose the antonym for 'sombre'.","[""cheerful"",""frown"",""ajar"",""feud""]","cheerful","ant","sombre"
"Choose the antonym for 'immaculate'.","[""dirty"",""fester"",""impartial"",""scowl""]","dirty","ant","immaculate"
"Choose the antonym for 'tally' (two accounts tally).","[""impede"",""elongate"",""differ"",""inhabitants""]","differ","ant","tally"
"Choose the antonym for 'assent'.","[""flamboyant"",""hinder"",""dissent"",""acrid""]","dissent","ant","assent"
"Choose the antonym for 'deprive'.","[""wary"",""provide"",""vouch"",""gratitude""]","provide","ant","deprive"
"Choose the antonym for 'crop' (hair, as a verb).","[""cellar"",""ploy"",""lengthen"",""chronicle""]","lengthen","ant","crop"
"Choose the antonym for 'criticism'.","[""pivotal"",""bedlam"",""sweltering"",""praise""]","praise","ant","criticism"
"Choose the antonym for 'glitter'.","[""slander"",""dull"",""compliment"",""despair""]","dull","ant","glitter"
"Choose the antonym for 'felicitous'.","[""vanity"",""queasy"",""pompous"",""inappropriate""]","inappropriate","ant","felicitous"
"Choose the antonym for 'hapless'.","[""lucky"",""notoriety"",""foam"",""blunt""]","lucky","ant","hapless"
"Choose the antonym for 'rural'.","[""urban"",""probate"",""ambiguous"",""plunder""]","urban","ant","rural"
"Choose the antonym for 'urban'.","[""rural"",""drought"",""miser"",""canine""]","rural","ant","urban"
"Choose the antonym for 'raucous'.","[""irate"",""favourable"",""subdued"",""yield""]","subdued","ant","raucous"
"Choose the antonym for 'dingy'.","[""nebulous"",""mist"",""whine"",""bright""]","bright","ant","dingy"
"Choose the antonym for 'shun'.","[""seek"",""pigment"",""industrious"",""truce""]","seek","ant","shun"
"Choose the antonym for 'confront'.","[""mist"",""afflict"",""dread"",""evade""]","evade","ant","confront"
"Choose the antonym for 'forgo'.","[""lenient"",""accept"",""conserve"",""veteran""]","accept","ant","forgo"
"Choose the antonym for 'abstain'.","[""participate"",""ajar"",""revolve"",""besieged""]","participate","ant","abstain"
"Choose the antonym for 'forlorn'.","[""callous"",""helix"",""hopeful"",""economical""]","hopeful","ant","forlorn"
"Choose the antonym for 'implore'.","[""dazzling"",""exile"",""demand"",""forgo""]","demand","ant","implore"
"Choose the antonym for 'pristine'.","[""dirty"",""apathy"",""conceited"",""scanty""]","dirty","ant","pristine"
"Choose the antonym for 'grime'.","[""yield"",""husk"",""cleanliness"",""trivial""]","cleanliness","ant","grime"
"Choose the antonym for 'filth'.","[""genial"",""asinine"",""feign"",""cleanliness""]","cleanliness","ant","filth"
