word,def,syn,ant,example
cache,"Food or treasure put away out of sight, ready to be used later",store; hoard; reserve,scarcity; lack; absence,She found a cache of old coins while digging in the garden and showed them to her father.
cacophony,"An extremely loud, harsh mixture of many different noises",din; hubbub; clamour,silence; quiet; stillness,Three bands played different tunes at once and the resulting cacophony made the audience laugh.
cajole,To persuade someone with sweet words and flattery,coax; entice; charm,threaten; scold; bully,He cajoled the usher into letting us sit near the front by saying he knew the headmaster.
callow,Too young and inexperienced to handle things wisely,green; naive; inexperienced,experienced; mature; shrewd,A callow new prefect kept giving directions to the wrong classroom until an older student helped.
calm,"Completely free from worry, excitement or hurried movement",serene; peaceful; untroubled,agitated; nervous; frantic,The calm voice of the head teacher soon settled the noisy class after the fire alarm sounded.
campaign,A planned series of actions to reach a particular goal,drive; effort; programme,opposition; inaction,Our campaign for a new library has already collected two thousand signatures from parents and pupils.
candidate,"A person who applies for a job, election or place of study",applicant; contender; nominee,loser; winner; victor,The interview panel asked every candidate the same question about managing a large team.
candour,The habit of speaking honestly and openly about things,frankness; honesty; openness,deceit; evasion; secrecy,"His candour impressed the judges, as he admitted exactly which parts of the project he could not finish."
canopy,A covering like a roof that shelters a space below it,cover; awning; shelter,exposure; openness; clearing,We ate our lunch beneath a canopy of branches while the rain drummed on the leaves.
cantankerous,"Ill-tempered and always complaining, especially about small things",cranky; bad-tempered; cross,placid; cheerful; good-natured,Our cantankerous coach blew his whistle twice whenever anyone passed the ball in the wrong direction.
capricious,Changing your mood or plans suddenly and without reason,fickle; unpredictable; erratic,consistent; steady; dependable,Her capricious nature means she can agree with a plan today and change her mind by breakfast.
careering,Moving at great speed along a road or towards success,galloping; dashing; speeding,crawling; creeping; plodding,Two cars came careering around the bend and nearly collided with our bus.
caricature,An exaggerated picture or description that makes someone seem funny or strange,parody; spoof; cartoon,portrait; likeness; photograph,The artist drew a friendly caricature of our head teacher to hang in the school hall.
catastrophe,A sudden disaster that causes terrible damage or loss,disaster; calamity; ruin,triumph; success; blessing,"When the tent blew away in the wind, my brother called it a catastrophe, but we laughed."
cathartic,Making you feel better emotionally by letting strong feelings come out,liberating; purging; cleansing,stifling; suppressive; frustrating,The cathartic power of comedy helped us laugh off our worries after the long exam week.
caution,"Care taken to avoid danger, mistakes or unnecessary risk",care; prudence; wariness,recklessness; boldness; rashness,"Because of the slippery rocks, the sign at the river gave a clear caution to the children to keep away from the edge."
cavorting,"Running about and playing in a lively, noisy way",romping; frolicking; capering,trudging; slouching; idling,They spent the whole lunch break cavorting across the field instead of finishing their sandwiches.
cease,"To come to an end, or to stop doing something altogether",stop; end; halt,start; begin; continue,"The rain had not ceased by lunchtime, and our match was cancelled for the third time."
cerebral,Involving the mind and thinking rather than physical actions,mental; intellectual; thoughtful,physical; bodily; material,Some pupils found the cerebral challenge of the maths olympiad more exciting than a football match.
certitude,A feeling of complete certainty that something is true,certainty; conviction; confidence,doubt; mistrust; hesitancy,The witness spoke with such certitude that the jury accepted his account without question.
